#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-04-16T12:48:33 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-04-16T12:48:33	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/ApJS/180/54/table4	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable
#INFO	MaxTuples=50000	

#RESOURCE=yCat_21800054
#Name: J/ApJS/180/54
#Title: Globular cluster candidates in ACS Virgo survey. (Jordan+, 2009)
#INFO	ivoid=ivo://cds.vizier/j/apjs/180/54	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/180/54	    IVOID of underlying data collection
#INFO	creator=Jordan A.	    First author or institution
#INFO	cites=bibcode:2009ApJS..180...54J	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2009	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/180/54	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.21800054	    Dataset identifier that can be used for citation
#INFO	publication_date=2013-07-15	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_180_54_table4:
#Name: J/ApJS/180/54/table4
#Title: Photometric and structural catalog of sources
#Column	VCC	(I4)	Virgo Cluster Catalog number (1)	[ucd=meta.id.parent]
#Column	RAJ2000	(F11.7)	Right Ascension in decimal degrees (J2000) (2)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F11.7)	Declination in decimal degrees (J2000) (2)	[ucd=pos.eq.dec;meta.main]
#Column	GDist	(F7.3)	Galactocentric distance	[ucd=pos.angDistance]
#Column	zmag	(F6.3)	Model HST/ACS F850LP band magnitude (3)	[ucd=phot.mag;em.opt.I]
#Column	zamag	(F6.3)	Average HST/ACS F850LP band correction aperture magnitude (4)	[ucd=phot.mag;em.opt.I]
#Column	gmag	(F6.3)	Model HST/ACS F475W band magnitude (3)	[ucd=phot.mag;em.opt.B]
#Column	gamag	(F6.3)	Average HST/ACS F475W band correction aperture magnitude (4)	[ucd=phot.mag;em.opt.B]
#Column	rhz	(F7.4)	Best-fit HST/ACS F850LP band half-light radius	[ucd=phys.angSize;src]
#Column	rhg	(F7.4)	Best-fit HST/ACS F475W band half-light radius	[ucd=phys.angSize;src]
#Column	pGC	(F5.2)	Probability source is a Globular Cluster (5)	[ucd=stat.fit.goodness]
#Column	E(B-V)	(F6.3)	Foreground E(B-V) assumed (6)	[ucd=phot.color.excess]
VCC	RAJ2000	DEJ2000	GDist	zmag	zamag	gmag	gamag	rhz	rhg	pGC	E(B-V)
 881	186.5586085	+12.9538032	 43.559	21.794	21.743	22.823	22.779	 0.0235	 0.0183	 1.00	 0.029
 881	186.5365811	+12.9468973	 43.705	21.089	21.164	21.913	22.011	 0.0759	 0.0801	 1.00	 0.029
 881	186.5531146	+12.9345983	 43.924	24.723	24.655	25.316	25.294	 0.0190	 0.0202	 0.79	 0.029
 881	186.5507551	+12.9339745	 44.191	23.134	23.090	24.443	24.414	 0.0367	 0.0285	 0.99	 0.029
 881	186.5553114	+12.9567738	 44.248	22.224	22.181	23.321	23.278	 0.0187	 0.0257	 1.00	 0.029
 881	186.5434771	+12.9349612	 44.650	22.587	22.527	23.644	23.600	 0.0282	 0.0295	 1.00	 0.029
 881	186.5589316	+12.9540133	 44.925	23.411	23.389	24.881	24.853	 0.0507	 0.0253	 0.96	 0.029
 881	186.5466628	+12.9336167	 45.789	23.188	23.253	24.427	24.440	 0.0498	 0.0366	 0.95	 0.029
 881	186.5383892	+12.9536483	 46.074	22.757	22.695	24.084	24.042	 0.0282	 0.0258	 1.00	 0.029
 881	186.5386630	+12.9540286	 46.151	23.233	23.199	24.308	24.287	 0.0272	 0.0292	 0.99	 0.029
 881	186.5520519	+12.9334624	 46.833	21.762	21.708	22.584	22.546	 0.0358	 0.0354	 1.00	 0.029
 881	186.5584258	+12.9368883	 46.866	22.607	22.582	23.492	23.454	 0.0225	 0.0282	 1.00	 0.029
 881	186.5359499	+12.9488509	 46.880	22.649	22.604	23.513	23.486	 0.0225	 0.0225	 1.00	 0.029
 881	186.5469991	+12.9590601	 47.093	24.234	24.179	25.519	25.494	 0.0175	 0.0248	 0.87	 0.029
 881	186.5355179	+12.9465761	 47.396	24.093	24.081	24.983	24.940	 0.0348	 0.0287	 0.94	 0.029
 881	186.5402979	+12.9360216	 47.535	22.838	22.786	23.888	23.853	 0.0186	 0.0290	 1.00	 0.029
 881	186.5366678	+12.9400234	 48.588	22.116	22.086	22.961	22.940	 0.0322	 0.0315	 1.00	 0.029
 881	186.5354206	+12.9487597	 48.630	24.217	24.231	25.922	25.881	 0.0370	 0.0195	 0.95	 0.029
 881	186.5370898	+12.9530393	 48.675	23.910	23.963	24.954	24.932	 0.0907	 0.0242	 0.55	 0.029
 881	186.5510527	+12.9327513	 48.689	23.045	23.002	24.517	24.480	 0.0203	 0.0305	 0.99	 0.029
 881	186.5496808	+12.9596395	 48.708	22.900	22.924	23.816	23.884	 0.0592	 0.0587	 0.91	 0.029
 881	186.5454429	+12.9592272	 48.802	21.925	21.878	22.696	22.670	 0.0282	 0.0222	 1.00	 0.029
 881	186.5615816	+12.9520445	 48.972	22.954	22.970	24.119	24.125	 0.0421	 0.0337	 1.00	 0.029
 881	186.5536538	+12.9592410	 49.942	22.237	22.193	23.527	23.485	 0.0209	 0.0228	 1.00	 0.029
 881	186.5348252	+12.9472869	 49.948	21.228	21.235	22.178	22.147	 0.0422	 0.0359	 1.00	 0.029
 881	186.5513923	+12.9598300	 50.045	21.215	21.174	22.729	22.687	 0.0238	 0.0230	 1.00	 0.029
 881	186.5425913	+12.9336142	 50.368	21.927	21.928	22.805	22.823	 0.0349	 0.0354	 1.00	 0.029
 881	186.5424004	+12.9335679	 50.835	22.429	22.396	23.663	23.641	 0.0284	 0.0349	 1.00	 0.029
 881	186.5587024	+12.9355659	 51.008	22.915	22.941	24.403	24.377	 0.0439	 0.0180	 1.00	 0.029
 881	186.5360457	+12.9392445	 51.818	23.793	23.779	25.377	25.348	 0.0513	 0.0241	 0.93	 0.029
 881	186.5366235	+12.9381988	 52.017	22.162	22.400	23.561	23.585	 0.0916	 0.0729	 0.75	 0.029
 881	186.5588701	+12.9352182	 52.334	22.702	22.675	23.586	23.579	 0.0415	 0.0318	 1.00	 0.029
 881	186.5573301	+12.9583522	 52.819	23.051	22.982	24.415	24.399	 0.0230	 0.0127	 0.90	 0.029
 881	186.5629731	+12.9405890	 52.883	20.543	20.516	21.640	21.628	 0.0411	 0.0404	 1.00	 0.029
 881	186.5642056	+12.9462370	 53.298	21.146	21.119	22.196	22.171	 0.0291	 0.0276	 1.00	 0.029
 881	186.5339809	+12.9438778	 53.376	23.940	23.881	24.970	24.929	 0.0315	 0.0268	 0.96	 0.029
 881	186.5639699	+12.9429883	 53.702	24.456	24.434	25.681	25.651	 0.0397	 0.0089	 0.90	 0.029
 881	186.5628554	+12.9395343	 54.074	23.735	23.678	24.983	24.956	 0.0326	 0.0179	 0.97	 0.029
 881	186.5344378	+12.9512865	 54.421	22.749	22.725	23.632	23.598	 0.0359	 0.0413	 1.00	 0.029
 881	186.5562998	+12.9326791	 54.760	24.959	24.889	26.069	26.037	 0.0255	 0.0320	 0.88	 0.029
 881	186.5612388	+12.9366272	 54.878	22.756	22.704	23.727	23.698	 0.0360	 0.0416	 1.00	 0.029
 881	186.5619201	+12.9547401	 54.896	21.603	21.580	22.493	22.467	 0.0316	 0.0330	 1.00	 0.029
 881	186.5631251	+12.9529169	 55.221	22.947	22.904	24.189	24.146	 0.0229	 0.0315	 1.00	 0.029
 881	186.5582772	+12.9333568	 56.315	21.092	21.067	21.967	21.952	 0.0484	 0.0480	 1.00	 0.029
 881	186.5336603	+12.9412641	 56.656	22.452	22.391	23.734	23.688	 0.0214	 0.0222	 1.00	 0.029
 881	186.5375685	+12.9347293	 57.429	21.872	21.816	23.072	23.027	 0.0307	 0.0291	 1.00	 0.029
 881	186.5377678	+12.9577310	 57.462	22.568	22.742	23.976	24.075	 0.0839	 0.0883	 0.51	 0.029
 881	186.5489232	+12.9621237	 57.617	22.374	22.505	23.896	23.966	 0.0796	 0.0726	 0.76	 0.029
 881	186.5653860	+12.9496385	 58.828	23.932	23.886	25.065	25.021	 0.0195	 0.0317	 0.96	 0.029
 881	186.5398405	+12.9598724	 59.033	22.407	22.355	23.310	23.272	 0.0232	 0.0275	 1.00	 0.029
 881	186.5326421	+12.9499514	 59.067	24.005	23.962	24.841	24.811	 0.0259	 0.0201	 0.93	 0.029
 881	186.5323816	+12.9430943	 59.374	20.873	20.902	22.022	22.019	 0.0387	 0.0371	 1.00	 0.029
 881	186.5557370	+12.9613075	 59.521	23.554	23.554	24.622	24.662	 0.0338	 0.0421	 0.96	 0.029
 881	186.5409132	+12.9607199	 59.734	22.223	22.151	23.774	23.729	 0.0083	 0.0157	 0.53	 0.029
 881	186.5465122	+12.9296402	 60.010	21.280	21.239	22.646	22.625	 0.0241	 0.0209	 1.00	 0.029
 881	186.5345786	+12.9552481	 60.361	23.821	23.771	24.539	24.507	 0.0171	 0.0296	 0.95	 0.029
 881	186.5525856	+12.9626639	 60.848	22.680	22.620	23.489	23.448	 0.0264	 0.0301	 1.00	 0.029
 881	186.5537108	+12.9624072	 60.893	23.118	23.053	24.309	24.264	 0.0233	 0.0227	 0.98	 0.029
 881	186.5622109	+12.9571421	 60.974	23.215	23.359	24.094	24.180	 0.0654	 0.0513	 0.83	 0.029
 881	186.5337802	+12.9542733	 60.981	23.096	23.031	24.301	24.280	 0.0228	 0.0153	 0.93	 0.029
 881	186.5617826	+12.9576602	 61.096	23.812	23.806	24.791	24.773	 0.0297	 0.0175	 0.95	 0.029
 881	186.5382576	+12.9327640	 61.156	22.905	22.844	24.356	24.313	 0.0187	 0.0244	 1.00	 0.029
 881	186.5664667	+12.9455383	 61.271	21.455	21.405	22.937	22.894	 0.0229	 0.0262	 1.00	 0.029
 881	186.5598582	+12.9594713	 61.288	21.356	21.293	22.635	22.590	 0.0222	 0.0227	 1.00	 0.029
 881	186.5614937	+12.9580910	 61.438	21.091	21.132	21.990	22.007	 0.0390	 0.0392	 1.00	 0.029
 881	186.5617222	+12.9343810	 61.457	20.668	20.603	21.771	21.734	 0.0224	 0.0225	 1.00	 0.029
 881	186.5589468	+12.9602865	 61.768	24.924	24.897	26.219	26.258	 0.0469	 0.0442	 0.64	 0.029
 881	186.5316470	+12.9491916	 61.932	23.700	23.669	24.677	24.661	 0.0400	 0.0278	 0.96	 0.029
 881	186.5595427	+12.9599357	 61.950	24.894	24.834	26.092	26.048	 0.0338	 0.0252	 0.88	 0.029
 881	186.5667294	+12.9462738	 62.175	20.726	20.688	21.936	21.898	 0.0275	 0.0301	 1.00	 0.029
 881	186.5638428	+12.9365414	 62.436	21.595	21.598	22.936	22.935	 0.0379	 0.0339	 1.00	 0.029
 881	186.5333862	+12.9545508	 62.666	22.837	22.858	24.303	24.262	 0.0447	 0.0276	 1.00	 0.029
 881	186.5419456	+12.9300845	 62.872	21.710	21.662	23.031	22.993	 0.0218	 0.0191	 1.00	 0.029
 881	186.5310700	+12.9447218	 63.171	24.275	24.252	25.276	25.237	 0.0479	 0.0348	 0.79	 0.029
 881	186.5328184	+12.9544174	 64.197	22.169	22.147	23.169	23.152	 0.0286	 0.0271	 1.00	 0.029
 881	186.5673054	+12.9449362	 64.323	22.447	22.449	23.714	23.691	 0.0362	 0.0256	 1.00	 0.029
 881	186.5621368	+12.9335615	 64.572	22.743	22.928	23.345	23.417	 0.0777	 0.0586	 0.78	 0.029
 881	186.5665109	+12.9521605	 65.124	19.848	19.815	20.975	20.945	 0.0310	 0.0345	 1.00	 0.029
 881	186.5545005	+12.9634096	 65.130	24.433	24.658	25.498	25.457	 0.0039	 0.0251	 0.56	 0.029
 881	186.5463458	+12.9640833	 65.335	23.078	23.038	23.735	23.755	 0.0237	 0.0368	 0.99	 0.029
 881	186.5360248	+12.9329444	 65.819	20.768	20.745	21.980	21.957	 0.0307	 0.0253	 1.00	 0.029
 881	186.5660698	+12.9384996	 65.848	21.427	21.402	22.409	22.403	 0.0297	 0.0314	 1.00	 0.029
 881	186.5554196	+12.9289300	 65.870	23.266	23.220	24.243	24.217	 0.0229	 0.0171	 0.94	 0.029
 881	186.5653706	+12.9553492	 66.317	22.168	22.180	23.014	23.063	 0.0557	 0.0556	 0.99	 0.029
 881	186.5623466	+12.9591895	 66.338	21.812	21.763	22.975	22.935	 0.0225	 0.0280	 1.00	 0.029
 881	186.5600149	+12.9611327	 66.396	23.725	23.699	25.153	25.163	 0.0569	 0.0692	 0.52	 0.029
 881	186.5634504	+12.9341501	 66.524	22.670	22.628	23.968	23.931	 0.0237	 0.0221	 1.00	 0.029
 881	186.5463292	+12.9277761	 66.744	21.519	21.463	22.832	22.797	 0.0211	 0.0232	 1.00	 0.029
 881	186.5481720	+12.9275841	 66.835	23.155	23.184	24.263	24.247	 0.0436	 0.0260	 0.98	 0.029
 881	186.5610215	+12.9605604	 66.912	22.303	22.272	23.120	23.089	 0.0302	 0.0305	 1.00	 0.029
 881	186.5547648	+12.9638562	 66.946	23.598	23.595	24.603	24.657	 0.0633	 0.0675	 0.56	 0.029
 881	186.5376035	+12.9310778	 67.374	25.126	25.142	25.843	25.802	 0.0083	 0.0249	 0.72	 0.029
 881	186.5471511	+12.9272884	 68.135	24.776	24.733	25.534	25.506	 0.0174	 0.0304	 0.86	 0.029
 881	186.5357858	+12.9321582	 68.444	23.029	23.017	23.872	23.856	 0.0331	 0.0378	 0.98	 0.029
 881	186.5543614	+12.9278188	 68.542	24.351	24.299	25.519	25.485	 0.0195	 0.0169	 0.76	 0.029
 881	186.5321014	+12.9559762	 69.143	23.355	23.294	24.128	24.095	 0.0218	 0.0174	 0.93	 0.029
 881	186.5297294	+12.9502018	 69.231	22.063	22.099	22.957	22.988	 0.0423	 0.0394	 1.00	 0.029
 881	186.5430911	+12.9645350	 69.449	22.739	22.747	23.938	23.922	 0.0426	 0.0475	 1.00	 0.029
 881	186.5650470	+12.9574835	 69.550	21.685	21.678	22.510	22.499	 0.0330	 0.0355	 1.00	 0.029
 881	186.5607566	+12.9617306	 69.681	23.292	23.429	24.112	24.249	 0.0686	 0.0711	 0.64	 0.029
 881	186.5511327	+12.9656043	 70.534	24.106	24.135	24.970	24.986	 0.0480	 0.0414	 0.77	 0.029
 881	186.5495296	+12.9262492	 71.590	23.357	23.305	24.564	24.543	 0.0290	 0.0174	 0.98	 0.029
 881	186.5676176	+12.9379322	 71.646	23.296	23.242	24.602	24.563	 0.0170	 0.0247	 0.95	 0.029
 881	186.5534852	+12.9655720	 71.738	25.124	25.093	26.176	26.253	 0.0426	 0.0496	 0.65	 0.029
 881	186.5381340	+12.9292340	 71.816	23.617	23.583	24.766	24.750	 0.0368	 0.0363	 0.96	 0.029
 881	186.5338028	+12.9327733	 71.833	21.657	21.640	22.981	22.959	 0.0275	 0.0253	 1.00	 0.029
 881	186.5317059	+12.9354278	 71.936	20.942	20.927	21.935	21.927	 0.0355	 0.0339	 1.00	 0.029
 881	186.5285512	+12.9432034	 72.570	20.960	20.914	22.250	22.216	 0.0198	 0.0214	 1.00	 0.029
 881	186.5288452	+12.9414672	 72.724	24.571	24.517	25.939	25.896	 0.0326	 0.0353	 0.88	 0.029
 881	186.5683296	+12.9534870	 72.787	21.128	21.264	22.017	22.135	 0.0966	 0.0993	 0.61	 0.029
 881	186.5603765	+12.9635207	 74.230	22.521	22.573	23.476	23.443	 0.0455	 0.0372	 1.00	 0.029
 881	186.5395178	+12.9645710	 74.296	23.748	23.758	25.021	24.996	 0.0381	 0.0305	 0.95	 0.029
 881	186.5636480	+12.9311629	 74.431	20.587	20.575	21.695	21.684	 0.0324	 0.0292	 1.00	 0.029
 881	186.5276936	+12.9455271	 74.863	22.592	22.581	23.704	23.666	 0.0373	 0.0289	 1.00	 0.029
 881	186.5655014	+12.9328055	 75.139	21.955	21.955	22.734	22.735	 0.0485	 0.0477	 1.00	 0.029
 881	186.5682384	+12.9553298	 75.173	23.123	23.105	23.812	23.970	 0.0430	 0.0657	 0.91	 0.029
 881	186.5537844	+12.9257553	 75.240	23.521	23.541	24.420	24.399	 0.0424	 0.0325	 0.96	 0.029
 881	186.5282926	+12.9406962	 75.296	24.038	23.983	24.815	24.777	 0.0266	 0.0340	 0.95	 0.029
 881	186.5648500	+12.9603736	 75.636	23.396	23.338	24.241	24.198	 0.0314	 0.0351	 0.98	 0.029
 881	186.5456267	+12.9253547	 75.731	21.414	21.375	22.481	22.459	 0.0257	 0.0221	 1.00	 0.029
 881	186.5491941	+12.9250202	 75.999	21.745	21.713	22.746	22.741	 0.0314	 0.0291	 1.00	 0.029
 881	186.5386036	+12.9276182	 76.003	23.360	23.304	24.419	24.379	 0.0362	 0.0291	 0.98	 0.029
 881	186.5626826	+12.9626396	 76.375	22.565	22.730	23.760	23.843	 0.0699	 0.0542	 0.93	 0.029
 881	186.5634635	+12.9301972	 76.555	22.531	22.546	23.562	23.562	 0.0401	 0.0315	 1.00	 0.029
 881	186.5328206	+12.9604253	 76.670	22.077	22.036	23.322	23.303	 0.0233	 0.0181	 1.00	 0.029
 881	186.5560130	+12.9663341	 76.791	23.330	23.301	24.207	24.180	 0.0299	 0.0277	 0.99	 0.029
 881	186.5633050	+12.9299127	 76.953	24.543	24.504	25.976	25.958	 0.0522	 0.0199	 0.86	 0.029
 881	186.5635509	+12.9621287	 76.961	24.534	24.522	25.178	25.170	 0.0388	 0.0606	 0.52	 0.029
 881	186.5664707	+12.9591720	 77.206	21.903	22.089	23.330	23.502	 0.0721	 0.0713	 0.96	 0.029
 881	186.5587015	+12.9654849	 77.550	22.186	22.174	23.057	23.034	 0.0341	 0.0278	 1.00	 0.029
 881	186.5578797	+12.9659625	 77.913	19.596	19.753	20.528	20.781	 0.0668	 0.0825	 1.00	 0.029
 881	186.5344418	+12.9297867	 77.952	21.897	21.855	22.806	22.768	 0.0243	 0.0234	 1.00	 0.029
 881	186.5531629	+12.9674028	 77.987	22.433	22.456	23.255	23.301	 0.0517	 0.0520	 0.99	 0.029
 881	186.5537868	+12.9673385	 78.190	23.514	23.506	25.095	25.059	 0.0293	 0.0263	 0.98	 0.029
 881	186.5674132	+12.9338541	 78.237	22.709	22.914	23.751	23.798	 0.0763	 0.0574	 0.82	 0.029
 881	186.5694824	+12.9547277	 78.241	24.909	24.854	25.502	25.463	 0.0311	 0.0431	 0.84	 0.029
 881	186.5533589	+12.9248069	 78.260	23.011	23.002	23.803	23.784	 0.0377	 0.0273	 0.99	 0.029
 881	186.5625051	+12.9634401	 78.291	21.548	21.600	22.355	22.367	 0.0415	 0.0400	 1.00	 0.029
 881	186.5319042	+12.9601202	 78.372	24.061	24.031	25.332	25.311	 0.0475	 0.0249	 0.91	 0.029
 881	186.5539991	+12.9674158	 78.614	22.584	22.632	23.594	23.586	 0.0456	 0.0282	 1.00	 0.029
 881	186.5427286	+12.9250906	 78.887	21.953	21.934	22.805	22.797	 0.0345	 0.0325	 1.00	 0.029
 881	186.5426019	+12.9250821	 79.051	22.770	22.705	23.672	23.638	 0.0237	 0.0257	 1.00	 0.029
 881	186.5603175	+12.9651557	 79.157	23.057	23.071	23.837	23.913	 0.0531	 0.0587	 0.91	 0.029
 881	186.5696085	+12.9371406	 79.172	23.279	23.250	24.454	24.430	 0.0498	 0.0461	 0.93	 0.029
 881	186.5658714	+12.9314607	 79.288	21.528	21.506	22.598	22.592	 0.0322	 0.0275	 1.00	 0.029
 881	186.5494533	+12.9683695	 80.097	22.405	22.375	23.315	23.295	 0.0328	 0.0249	 1.00	 0.029
 881	186.5262134	+12.9447136	 80.193	22.381	22.547	23.840	23.892	 0.0763	 0.0697	 0.80	 0.029
 881	186.5318187	+12.9314536	 80.201	23.019	22.999	24.213	24.174	 0.0310	 0.0200	 0.99	 0.029
 881	186.5675007	+12.9592803	 80.313	23.834	24.006	25.686	25.737	 0.0687	 0.0454	 0.59	 0.029
 881	186.5462164	+12.9239661	 80.415	22.659	22.709	23.757	23.748	 0.0461	 0.0312	 1.00	 0.029
 881	186.5267920	+12.9516425	 80.489	24.984	24.949	26.302	26.273	 0.0430	 0.0446	 0.71	 0.029
 881	186.5285987	+12.9563651	 80.555	23.745	23.868	25.323	25.299	 0.0631	 0.0270	 0.86	 0.029
 881	186.5353714	+12.9641982	 80.767	20.232	20.202	21.623	21.607	 0.0273	 0.0244	 1.00	 0.029
 881	186.5693938	+12.9355592	 80.993	21.777	21.745	22.729	22.726	 0.0274	 0.0296	 1.00	 0.029
 881	186.5538345	+12.9682337	 81.375	23.716	23.757	25.137	25.126	 0.0681	 0.0592	 0.52	 0.029
 881	186.5593223	+12.9663716	 81.382	24.765	24.750	26.080	26.044	 0.0526	 0.0395	 0.62	 0.029
 881	186.5259120	+12.9487434	 81.617	23.981	24.000	25.769	25.744	 0.0573	 0.0560	 0.53	 0.029
 881	186.5658297	+12.9621588	 82.560	24.748	24.822	25.574	25.544	 0.0517	 0.0247	 0.82	 0.029
 881	186.5542871	+12.9237279	 82.745	22.846	22.781	24.061	24.037	 0.0268	 0.0263	 1.00	 0.029
 881	186.5694784	+12.9575479	 82.765	23.049	23.058	24.123	24.093	 0.0406	 0.0378	 0.97	 0.029
 881	186.5689501	+12.9584681	 82.869	20.963	20.939	21.992	21.967	 0.0376	 0.0422	 1.00	 0.029
 881	186.5335825	+12.9287049	 82.880	23.012	22.981	24.137	24.124	 0.0287	 0.0227	 0.99	 0.029
 881	186.5622079	+12.9652428	 82.940	23.039	23.083	24.374	24.339	 0.0383	 0.0329	 0.98	 0.029
 881	186.5687082	+12.9333115	 83.092	22.904	22.919	23.680	23.666	 0.0452	 0.0455	 1.00	 0.029
 881	186.5607439	+12.9662354	 83.282	21.847	21.842	22.646	22.642	 0.0328	 0.0319	 1.00	 0.029
 881	186.5725430	+12.9493368	 83.383	22.836	22.801	24.160	24.128	 0.0235	 0.0233	 1.00	 0.029
 881	186.5418863	+12.9682940	 83.634	21.557	21.524	22.585	22.582	 0.0267	 0.0267	 1.00	 0.029
 881	186.5525195	+12.9230564	 83.975	22.854	22.836	24.179	24.164	 0.0298	 0.0287	 1.00	 0.029
 881	186.5605639	+12.9665745	 84.044	23.276	23.303	24.064	24.122	 0.0515	 0.0481	 0.92	 0.029
 881	186.5677013	+12.9608512	 84.325	23.918	23.924	25.051	25.030	 0.0445	 0.0415	 0.84	 0.029
 881	186.5248746	+12.9461139	 84.681	23.784	23.725	24.952	24.919	 0.0272	 0.0279	 0.97	 0.029
 881	186.5266422	+12.9551301	 84.927	24.473	24.421	25.603	25.579	 0.0371	 0.0168	 0.92	 0.029
 881	186.5400595	+12.9242103	 84.935	23.191	23.175	24.102	24.084	 0.0446	 0.0437	 0.95	 0.029
 881	186.5357843	+12.9659196	 85.042	22.651	22.660	23.668	23.659	 0.0389	 0.0412	 1.00	 0.029
 881	186.5671201	+12.9619963	 85.442	21.964	21.960	22.804	22.819	 0.0422	 0.0393	 1.00	 0.029
 881	186.5712905	+12.9364508	 85.583	22.160	22.151	23.218	23.199	 0.0314	 0.0334	 1.00	 0.029
 881	186.5310805	+12.9623740	 85.920	22.043	22.068	23.525	23.532	 0.0431	 0.0331	 1.00	 0.029
 881	186.5411825	+12.9688116	 86.171	24.507	24.480	25.709	25.681	 0.0539	 0.0325	 0.73	 0.029
 881	186.5705298	+12.9578752	 86.556	21.471	21.423	22.574	22.537	 0.0181	 0.0227	 1.00	 0.029
 881	186.5388037	+12.9681632	 87.050	22.274	22.238	23.710	23.692	 0.0283	 0.0227	 1.00	 0.029
 881	186.5646947	+12.9649738	 87.364	23.271	23.258	24.074	24.091	 0.0240	 0.0379	 0.99	 0.029
 881	186.5658996	+12.9641429	 87.858	24.003	23.951	24.714	24.679	 0.0150	 0.0186	 0.74	 0.029
 881	186.5251950	+12.9536924	 87.889	23.163	23.213	24.698	24.696	 0.0787	 0.0655	 0.61	 0.029
 881	186.5297274	+12.9304795	 88.062	21.250	21.204	22.602	22.564	 0.0243	 0.0273	 1.00	 0.029
 881	186.5548400	+12.9699858	 88.313	22.199	22.418	23.555	23.547	 0.0788	 0.0375	 0.99	 0.029
 881	186.5576041	+12.9692441	 88.521	22.688	22.703	23.606	23.609	 0.0475	 0.0405	 1.00	 0.029
 881	186.5606512	+12.9680116	 88.750	21.523	21.497	22.707	22.681	 0.0328	 0.0292	 1.00	 0.029
 881	186.5266257	+12.9344694	 89.083	22.426	22.361	23.553	23.506	 0.0261	 0.0274	 1.00	 0.029
 881	186.5239578	+12.9508503	 89.550	22.102	22.067	23.032	23.001	 0.0253	 0.0222	 1.00	 0.029
 881	186.5236166	+12.9486876	 89.611	22.471	22.452	23.523	23.487	 0.0368	 0.0264	 1.00	 0.029
 881	186.5651734	+12.9654485	 89.760	22.299	22.320	23.171	23.184	 0.0383	 0.0379	 1.00	 0.029
 881	186.5321536	+12.9649420	 89.927	21.633	21.594	23.048	23.022	 0.0172	 0.0223	 1.00	 0.029
 881	186.5379629	+12.9232871	 90.931	22.085	22.031	23.144	23.118	 0.0222	 0.0227	 1.00	 0.029
 881	186.5288854	+12.9623597	 91.666	23.094	23.081	24.133	24.114	 0.0397	 0.0416	 0.97	 0.029
 881	186.5748920	+12.9497802	 91.761	22.650	22.664	23.488	23.525	 0.0405	 0.0464	 1.00	 0.029
 881	186.5439434	+12.9210901	 91.885	22.165	22.140	23.178	23.160	 0.0291	 0.0239	 1.00	 0.029
 881	186.5232547	+12.9510423	 92.095	24.023	24.130	25.564	25.528	 0.0615	 0.0412	 0.64	 0.029
 881	186.5435931	+12.9712443	 92.415	22.879	22.850	23.933	23.945	 0.0344	 0.0369	 1.00	 0.029
 881	186.5544585	+12.9713914	 92.951	21.387	21.331	22.453	22.421	 0.0212	 0.0270	 1.00	 0.029
 881	186.5277527	+12.9615640	 93.043	22.973	22.937	24.207	24.186	 0.0319	 0.0214	 1.00	 0.029
 881	186.5695911	+12.9624845	 93.180	23.346	23.317	24.416	24.396	 0.0315	 0.0366	 0.98	 0.029
 881	186.5747516	+12.9396577	 93.267	21.583	21.539	22.737	22.707	 0.0204	 0.0272	 1.00	 0.029
 881	186.5681871	+12.9644573	 94.240	23.814	23.777	25.063	25.020	 0.0212	 0.0286	 0.96	 0.029
 881	186.5757953	+12.9431389	 94.608	22.006	21.972	23.140	23.121	 0.0282	 0.0301	 1.00	 0.029
 881	186.5238165	+12.9366393	 94.804	23.369	23.460	24.338	24.374	 0.0542	 0.0429	 0.91	 0.029
 881	186.5484785	+12.9726504	 95.510	22.892	22.876	24.147	24.169	 0.0440	 0.0470	 1.00	 0.029
 881	186.5743113	+12.9559394	 95.544	23.223	23.258	24.371	24.384	 0.0414	 0.0384	 0.96	 0.029
 881	186.5610009	+12.9700016	 95.695	22.578	22.607	23.382	23.446	 0.0442	 0.0453	 1.00	 0.029
 881	186.5474118	+12.9728461	 96.366	22.664	22.666	23.783	23.810	 0.0323	 0.0311	 1.00	 0.029
 881	186.5215585	+12.9455514	 96.368	23.909	23.857	25.260	25.212	 0.0152	 0.0209	 0.81	 0.029
 881	186.5246321	+12.9587517	 96.869	23.460	23.430	24.483	24.453	 0.0160	 0.0221	 0.91	 0.029
